1,for,other,have,up,service,,,,,,,,,,,,,,,,,,,,,,,
0,because,it,,,,,,,,,,,,,,,,,,,,,,,,,,
0,of,was,like,by,,,,,,,,,,,,,,,,,,,,,,,,
0,also,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,to,and,a,that,on,our,you,when,more,at,were,here,would,so,he,restaurant,not,order,really,good,their,your,all,much,us,meal,different,overall
0,even,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,table,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,right,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,delicious,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,down,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,polenta,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,little,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,fast,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,as,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,everything,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,always,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,dinner,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,get,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,ordered,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,quite,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,friendly,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,only,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,home,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,better,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,staff,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,try,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,went,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
